112,Learn Windows PowerShell in a Month of Lunches,1617290211,100.17,3.31,0.66,6,2011-04-15,Learn Windows PowerShell in a Month of Lunches is an innovative tutorial designed for busy administrators. Author Don Jones has taught thousands of administrators to use PowerShell; and now he'll teach you; bringing his years of training techniques to a concise; easy-to-follow book. Just set aside one hour a day   lunchtime would be perfect   for an entire month; and you'll be automating administrative tasks faster than you ever thought possible. Don combines his own in-the-trenches experience with years of PowerShell instruction to deliver the most important; effective; and engaging elements of PowerShell to you quickly and painlessly; setting you on the path to a career-boosting future.,Don Jones,Microsoft .NET,N,1900-01-01,1900-01-01,.
113,R in Action,1935182390,177.25,4.32,0.86,715,2011-08-15,R in Action is the first book to present both the R system and the use cases that make it such a compelling package for business developers. The book begins by introducing the R language; including the development environment. As you work through various examples illustrating R's features; you'll also get a crash course in practical statistics; including basic and advanced models for normal and non-normal data; longitudinal and survival data; and a wide variety of multivariate methods. Both data mining methodologies and approaches to messy and incomplete data are included.,Robert I. Kabacoff,Software Engineering,N,1900-01-01,1900-01-01,.
114,Android in Practice,9.78E+12,76.69,4.79,0.95,909,1900-01-01,N/A,Matthias Kaeppler,Mobile Technology,N,1900-01-01,1900-01-01,.
115,SOA Security,1932394680,133.1,3.61,0.72,1424,2007-12-01,N/A,Ramarao Kanneganti,Software Engineering,N,1900-01-01,1900-01-01,.
116,Rails 3 in Action,1935182277,154.54,3.13,0.62,577,2011-09-20,Rails 3 in Action will provide a thorough introduction to Ruby-based web development using Rails. Like Rails 3 itself; this book combines Merb and Rails in the form of authors Yehuda Katz; Merb Lead Developer.,Ryan Bigg,Internet,N,1900-01-01,1900-01-01,.
117,Continuous Integration in .NET,1935182552,92.62,1.74,0.34,813,2011-03-14,Continuous Integration in .NET is a tutorial for developers and team leads that teaches you to reimagine your development strategy by creating a consistent continuous integration process. This book shows you how to build on the tools you already know--.NET Framework and Visual Studio and to use powerful software like MSBuild; Subversion; TFS 2010; Team City; CruiseControl.NET; NUnit; and Selenium.,Marcin Kawalerowicz,Microsoft .NET,N,1900-01-01,1900-01-01,.
118,Technology Paradise Lost,1932394133,39.96,1.48,0.29,694,2004-03-01,In Technology Paradise Lost Keller describes how the new thinking is working inside some of the country's most complex and successful organizations; including Merrill Lynch; JetBlue; Harrah's; and Motorola which have cut IT spending to gain a competitive edge; and experienced marked gains to their bottom lines.,Erik Keller,Business,N,1900-01-01,1900-01-01,.
119,Kermit 95+,1930110057,99.01,8.62,1.72,795,2003-01-01,N/A,Kermit Project at Columbia University,Internet,N,1900-01-01,1900-01-01,.
120,Laszlo in Action,1932394834,130.88,4.52,0.9,985,2008-01-01,N/A,Norman Klein,Web Development,N,1900-01-01,1900-01-01,.
121,Groovy in Action,1932394842,149.29,3.78,0.75,751,2007-01-01,N/A,Dierk Koenig with Andrew Glover,Java,N,1900-01-01,1900-01-01,.
122,Groovy in Action; Second Edition,1935182447,51.71,1.38,0.27,723,1900-01-01,Groovy in Action; Second Edition is a thoroughly-revised; comprehensive guide to Groovy programming. It introduces Java developers to the dynamic features that Groovy provides; and shows you how to apply Groovy to a range of tasks including building new apps; integration with existing code; and DSL development.,Dierk König,Java,N,1900-01-01,1900-01-01,.
123,Object Technology Centers of Excellence,132612313,147.6,5.55,1.11,943,1996-06-01,Object Technology Centers of Excellence provides guidance to those charged with managing the shift to object technology. It is the only book on the market aimed not at the project level but at the corporate level; with a focus on the infrastructures necessary for a successful transition.,Timothy D. Korson,Object-Technology Programming,N,1900-01-01,1900-01-01,.
124,Test Driven,1932394850,103.62,1.77,0.35,964,2007-09-01,N/A,Lasse Koskela,Software Engineering,N,1900-01-01,1900-01-01,.
125,Effective Unit Testing,1935182579,220.63,11.04,2.2,1336,2013-02-04,N/A,Lasse Koskela,Java,N,1900-01-01,1900-01-01,.
126,Making Java Groovy,1935182943,49.87,3.88,0.77,586,2013-09-19,Making Java Groovy is a practical handbook for developers who want to blend Groovy into their day-to-day work with Java. It starts by introducing the key differences between Java and Groovy   and how you can use them to your advantage. Then; it guides you step-by-step through realistic development challenges; from web applications to web services to desktop applications; and shows how Groovy makes them easier to put into production.,Kenneth A. Kousen,Java,N,1900-01-01,1900-01-01,.
127,The Awesome Power of Direct3D/DirectX,1884777473,164.33,9.57,1.91,1429,2002-12-01,The Awesome Power of Direct3D/DirectX shows you how to build a complete working 3D application; including 3D sound; joystick input; animation; textures; shadows; and even collision detection.,Peter J. Kovach,Computer Graphics,N,1900-01-01,1900-01-01,.
128,Practical Software Requirements,1884777597,34.3,2.2,0.44,1186,1998-09-01,N/A,Benjamin L. Kovitz,Software Engineering,N,1900-01-01,1900-01-01,.
129,NHibernate in Action,1932394923,195.83,8.02,1.6,705,2009-02-01,N/A,Pierre Henri Kuate,Microsoft .NET,N,1900-01-01,1900-01-01,.
130,Microsoft Reporting Services in Action,1932394222,44.01,0.78,0.15,1138,2004-08-01,N/A,Teo Lachev,Microsoft .NET,N,1900-01-01,1900-01-01,.
131,AspectJ in Action,1930110936,86.9,5.77,1.15,549,2003-07-01,N/A,Ramnivas Laddad,Java,N,1900-01-01,1900-01-01,.
132,AspectJ in Action; Second Edition,1933988053,168.96,8.21,1.64,923,2009-09-01,AspectJ in Action; Second Edition is a fully updated; major revision of Ramnivas Laddad's best-selling first edition. It's a hands-on guide for Java developers. After introducing the core principles of AOP; it shows you how to create reusable solutions using AspectJ 6 and Spring 3. You'll master key features including annotation-based syntax; load-time weaver; annotation-based crosscutting; and Spring-AspectJ integration. Building on familiar technologies such as JDBC; Hibernate; JPA; Spring Security; Spring MVC; and Swing; you'll apply AOP to common problems encountered in enterprise applications.,Ramnivas Laddad,Java,N,1900-01-01,1900-01-01,.
133,Hadoop in Action,1935182196,216.26,3.98,0.79,1078,2010-12-01,Hadoop in Action teaches readers how to use Hadoop and write MapReduce programs. The intended readers are programmers; architects; and project managers who have to process large amounts of data offline. Hadoop in Action will lead the reader from obtaining a copy of Hadoop to setting it up in a cluster and writing data analytic programs.,Chuck Lam,Java,N,1900-01-01,1900-01-01,.
134,SQR in PeopleSoft and Other Applications,1884777775,191.96,7,1.4,1026,2003-09-01,N/A,Galina,Business,N,1900-01-01,1900-01-01,.
135,SQR in PeopleSoft and Other Applications; Second Edition,1932394001,149.38,2.76,0.55,1193,2003-09-01,N/A,Galina Landres,Business,N,1900-01-01,1900-01-01,.
136,F# in Action,1935182250,181.6,14.62,2.92,650,1900-01-01,F# in Action introduces the F# language; but it goes well beyond the standard tutorial and reference approach. F# expert Amanda Laucher draws on her extensive experience deploying F#-based solutions to show you how to use F# in real; day-to-day work.,Amanda Laucher,Microsoft .NET,N,1900-01-01,1900-01-01,.
137,Tuscany SCA in Action,1933988894,158.92,7.47,1.49,1024,2011-02-12,"Tuscany in Action is a comprehensive; hands-on guide for developing technology agnostic; extensible applications using Apache Tuscany's lightweight SCA infrastructure. The book uses practical examples based on a travel booking scenario to demonstrate how to develop applications with Tuscany SCA. Apache Tuscany supports a variety of programming environments; data bindings and communication protocols ""out of the box"" and can be easily extended to support other technologies.",Simon Laws,Java,N,1900-01-01,1900-01-01,.
138,Client/Server Yellow Pages,1884777082,106.4,4.21,0.84,921,1995-01-01,This unique guide covers software products and vendors active in the client/server marketplace. Over 200 products and over 250 vendors are included.,Compiled,Client-Server,N,1900-01-01,1900-01-01,.
139,Object Oriented Application Frameworks,1884777066,148.02,11.81,2.36,1270,1995-04-01,Frameworks are object-oriented programming environments for vertical application areas. This book is the first to survey this exciting new technology; its concepts; and practical applications.,Ted Lewis,Object-Oriented Programming,N,1900-01-01,1900-01-01,.
140,Tapestry in Action,1932394117,40.2,1.95,0.39,1280,2004-03-01,N/A,Howard M. Lewis Ship,Java,N,1900-01-01,1900-01-01,.
141,WebWork in Action,1932394532,71.81,4.1,0.82,1081,2005-09-01,N/A,Patrick Lightbody,internet,N,1900-01-01,1900-01-01,.
142,MacRuby in Action,1935182498,97.32,4.1,0.82,558,2012-04-11,N/A,Brendan G. Lim with Jerry Cheung,Programming,N,1900-01-01,1900-01-01,.
143,Erlang and OTP in Action,1933988789,85.93,3.03,0.6,1154,2010-11-16,Erlang and OTP in Action teaches you to apply Erlang's shared-state model for concurrent programming--a completely different way of tackling the problem of parallel programming from the more common multi-threaded approach. This book walks you through the practical considerations and steps of building systems in Erlang and integrating them with real-world C/C++; Java; and .NET applications. Unlike other books on the market; Erlang and OTP in Action offers a comprehensive view of how concurrency relates to SOA and web technologies.,Martin Logan,Programming,N,1900-01-01,1900-01-01,.
144,SharePoint 2007 Developer's Guide to Business Data Catalog,1933988819,174.7,4.84,0.96,618,2009-09-09,SharePoint 2007 Developer's Guide to Business Data Catalog is a practical; example-rich guide to the features of the BDC and the techniques you need to build solutions for end users. The book starts with the basics   what the BDC is; what you can do with it; and how to pull together a BDC solution. With the fundamentals in hand; it explores the techniques and ideas you need to put BDC into use effectively in your organization.,Brett Lonsdale,Microsoft .NET,N,1900-01-01,1900-01-01,.
145,Doing IT Right,133964256,81.42,4.92,0.98,757,1995-12-01,Doing IT Right explores IT in its full complexity. It explains fundamental issues of hardware and software structures; it illuminates central issues of networking and encapsulates the essence of client/server computing; its coverage of costing; risk assessment; and due diligence in making computing decisions is unique.,Harold Lorin,Business,N,1900-01-01,1900-01-01,.
146,Adobe AIR in Action,1933988487,149.56,4.75,0.95,747,2008-07-01,N/A,Joey Lott,Web Development,N,1900-01-01,1900-01-01,.
147,Ant in Action,193239480X,172.06,3.09,0.61,1005,2007-07-01,The most widely used build tool for Java projects; Ant is cross-platform; extensible; simple; and fast. It scales from small personal projects to large; multi-team enterprise projects. And; most important; it   s easy to learn.,Steve Loughran,Java,N,1900-01-01,1900-01-01,.
148,Restlet in Action,193518234X,86.88,1.95,0.39,537,2012-09-26,Restlet in Action gets you started with the Restlet Framework and the REST architecture style. You'll create and deploy applications in record time while learning to use popular RESTful Web APIs effectively. This book looks at the many faces of web development; including server- and client-side; along with cloud computing; mobile Android devices; and semantic web applications. It offers a particular focus on Google's innovative Google Web Toolkit; Google App Engine; and Android technologies.,Jerome Louvel,Internet,N,1900-01-01,1900-01-01,.
149,iText in Action,1932394796,67.23,1.32,0.26,1338,2006-11-01,"""I've been using iText for over a year; but I still learnt an awful lot while reading this book."" --JavaLobby",Bruno Lowagie,Web Development,N,1900-01-01,1900-01-01,.
150,iText in Action; Second Edition,1935182617,170.83,6.61,1.32,726,2010-11-22,iText in Action; Second Edition offers an introduction and a practical guide to iText and the internals of PDF. While at the entry level iText is easy to learn; there's an astonishing range of things you can do once you dive below the surface. This book lowers the learning curve and; though numerous innovative and practical examples; unlocks the secrets hidden in Adobe's PDF Reference. The examples are in Java but they can be easily adapted to .NET using one of iText's .NET ports: iTextSharp or iText.NET.,Bruno Lowagie,Java,N,1900-01-01,1900-01-01,.
151,Power-3D,138412146,89.92,3.67,0.73,647,1997-10-01,N/A,Kyle Lussier,Computer Graphics,N,1900-01-01,1900-01-01,.
152,SNA and TCP/IP Enterprise Networking,131271687,183.38,4.24,0.84,1123,1997-09-01,SNA and TCP/IP Enterprise Networking shows the reader how enterprise networking evolved; what approaches and techniques can be used today; and where tomorrow's trends lie; illustrating among others Web-to-SNA connectivity and Java based integration approaches.,Daniel C. Lynch,Software Engineering,N,1900-01-01,1900-01-01,.
153,Subversion in Action,1932394478,215.36,8.3,1.66,976,2004-12-01,Learn all about this new open source version control application and why it is replacing CVS as the standard. Examples demonstrate how to customize features to deal with day-to-day problems.,Jeffrey Machols,Java,N,1900-01-01,1900-01-01,.
154,Minimal Perl,1932394508,130.82,5.05,1.01,1117,2006-07-01,N/A,Tim Maher,Perl,N,1900-01-01,1900-01-01,.
155,Distributed Programming with Java,1884777651,182.83,7.11,1.42,1256,1999-09-01,N/A,Qusay H. Mahmoud,Java,N,1900-01-01,1900-01-01,.
156,Comprehensive Networking Glossary and Acronym Guide,013319955X,135.66,10.59,2.11,709,1995-01-01,This glossary offers a complete collection of technical terms and acronyms used in the networking industry.,Gary Scott Malkin,Internet,N,1900-01-01,1900-01-01,.
157,JavaServer Faces in Action,1932394125,192.01,9.7,1.94,770,2004-11-01,N/A,Kito D. Mann,Java,N,1900-01-01,1900-01-01,.
158,LINQ in Action,1933988169,88.92,4.12,0.82,924,2008-01-01,N/A,Fabrice Marguerie,Microsoft .NET,N,1900-01-01,1900-01-01,.
159,Internet BBSs,132869985,146.55,5.2,1.04,436,1996-10-01,Internet BBSs: A Guided Tour provides in-depth coverage of the new world of true BBSs now available world-wide. It is a valuable resource for anyone currently using the Internet.,Richard Scott Mark,Internet,N,1900-01-01,1900-01-01,.
160,Algorithms of the Intelligent Web,1933988665,121.08,2.9,0.58,805,2009-05-29,N/A,Haralambos Marmanis,Web Development,N,1900-01-01,1900-01-01,.
161,JUnit in Action,1930110995,172.15,4.79,0.95,1091,2003-10-01,N/A,Vincent Massol with Ted Husted,Java,N,1900-01-01,1900-01-01,.
162,Tika in Action,1935182854,207.93,4.27,0.85,993,2011-12-01,N/A,Chris A. Mattmann,Java,N,1900-01-01,1900-01-01,.
163,Ruby in Practice,1933988479,94,4.09,0.81,509,2009-03-01,N/A,Jeremy McAnally,Programming,N,1900-01-01,1900-01-01,.
164,Inside LotusScript,1884777481,113.98,8.85,1.77,1080,1997-11-01,Develop Notes and Domino Web applications by providing advanced LotusScript code for direct use in your programs. This book emphasizes practical; useable code and solutions to common Notes programming problems.,Joe McGinn,Business,N,1900-01-01,1900-01-01,.
165,Maximum MIDI,1884777449,87.65,2.13,0.42,1257,1997-08-01,N/A,Paul Messick,Programming,N,1900-01-01,1900-01-01,.
166,Planning and Managing ATM Networks,132621894,27.13,0.55,0.11,559,1997-06-01,Planning and Managing ATM Networks covers strategic planning; initial deployment; overall management; and the day-to-day operation of ATM networks.,Daniel Minoli,Client-Server,N,1900-01-01,1900-01-01,.
167,Client/Server Applications on ATM Networks,137353006,51.03,1.58,0.31,394,1997-01-01,Client/Server Appliactions on ATM Networks discusses ATM as the key technology for transforming the enterprise network from data-only to an integrated data; voice; video; image and multimedia corporate infrastructure.,Daniel Minoli,Client-Server,N,1900-01-01,1900-01-01,.
168,JavaFX in Action,1933988991,46.84,4.38,0.87,1193,2009-10-01,N/A,Simon Morris,Java,N,1900-01-01,1900-01-01,.
169,Entity Framework 4 in Action,1935182188,201.7,18.09,3.61,1193,2011-05-01,Microsoft Entity Framework in Action introduces the Entity Framework to developers working in .NET who already have some knowledge of ADO.NET. The book begins with a review of the core ideas behind the ORM model and shows how Entity Framework offers a smooth transition from a traditional ADO.NET approach. By presenting numerous small examples and a couple larger case studies; the book unfolds the Entity Framework story in clear; easy-to-follow detail. The infrastructure and inner workings will be highlighted only when there   s the need to understand a particular feature.,Stefano Mostarda,Microsoft .NET,N,1900-01-01,1900-01-01,.
170,ASP.NET 2.0 Web Parts in Action,193239477X,197.99,16.05,3.21,788,2006-09-01,"""ASP.NET Web Parts in Action is a must read book for every developer who wants to extend his knowledge of the ASP.NET framework."" -- Simon Busoli; DotNetSlackers.com",Darren Neimke,Microsoft,N,1900-01-01,1900-01-01,.
171,Sass and Compass in Action,1617290149,57.98,1.21,0.24,1022,2013-07-26,Sass and Compass in Action is the definitive guide to stylesheet authoring using these two revolutionary tools. Written for both designers and developers; this book demonstrates the power of both Sass and Compass through a series of examples that address common pain points associated with traditional stylesheet authoring. The book begins with simple topics such as CSS resets and moves on to more involved topics such as grid frameworks and CSS3 vendor implementation differences.,Wynn Netherland,Web Development,N,1900-01-01,1900-01-01,.
172,Core OWL 5.0,1884777503,208.73,3.58,0.71,1120,1997-12-01,Core OWL 5.0 dives under the surface and into the OWL source code itself. You'll see what new capabilities OWL 5.0 offers the OWL programmer. You'll gain a deeper understanding of what OWL does on your behalf such as the OWL messaging system and its message maps.,Ted Neward,Programming,N,1900-01-01,1900-01-01,.
173,Advanced OWL 5.0,1884777465,155.42,2.63,0.52,1323,1998-01-01,Advanced OWL 5.0 covers advanced ways to make the OWL library do those tricky things you thought weren't possible. You'll get a long; exhaustive look at the new features introduced by the OWL 5.0 code. You'll find detailed explanations of how to extend the OWL objects themselves in new directions.,Ted Neward,Programming,N,1900-01-01,1900-01-01,.
174,Server-Based Java Programming,1884777716,55.94,2.59,0.51,1584,2000-06-01,N/A,Ted Neward,Java,N,1900-01-01,1900-01-01,.
175,SQL Server MVP Deep Dives,1935182048,89.47,3.16,0.63,1355,2009-11-01,SQL Server MVP Deep Dives is organized into five parts: Design and Architecture; Development; Administration; Performance Tuning and Optimization; and Business Intelligence. In each; you'll find concise; brilliantly clear chapters that take on key topics like mobile data strategies; Dynamic Management Views; or query performance.,Contributions from 53 SQL Server MVPs,Microsoft .NET,N,1900-01-01,1900-01-01,.
176,SQL Server MVP Deep Dives,9.78E+12,71.76,1.23,0.24,1325,2009-11-15,SQL Server MVP Deep Dives is organized into five parts: Design and Architecture; Development; Administration; Performance Tuning and Optimization; and Business Intelligence. In each; you'll find concise; brilliantly clear chapters that take on key topics like mobile data strategies; Dynamic Management Views; or query performance.,Contributions from 53 SQL Server MVPs; Edited by Paul Nielsen,Microsoft .NET,N,1900-01-01,1900-01-01,.
177,SQL Server MVP Deep Dives,9.78E+12,58,1.13,0.22,1148,2009-11-01,N/A,Paul Nielsen,Microsoft .NET,N,1900-01-01,1900-01-01,.
178,PostGIS in Action,1935182269,91.67,3.78,0.75,1154,2011-04-11,PostGIS in Action is the first book devoted entirely to PostGIS. It will help both new and experienced users write spatial queries to solve real-world problems. For those with experience in more traditional relational databases; this book provides a background in vector-based GIS so you can quickly move to analyzing; viewing; and mapping data.,Regina O. Obe,Internet,N,1900-01-01,1900-01-01,.
179,Programming Mac OS X,1930110855,58.14,2.26,0.45,639,2003-01-01,"""...an effective guide for Unix developers who want accurate information specifically on getting up to speed with Mac OS X and its software development environment; without having to sort through the morass of online information overload. ...If you've been a little skittish about Interface Builder; forget your worries now because the tutorial in the book is very good. ...The projects and examples are thorough and should provide even the most jaded intermediate programmer with a real taste of how challenging and satisfying it can be to code for OSX."" - KickStartNews.com",Kevin O'Malley,Programming,N,1900-01-01,1900-01-01,.
180,The Art of Unit Testing,1933988274,119,4.37,0.87,423,2009-05-01,N/A,Roy Osherove,Software Engineering,N,1900-01-01,1900-01-01,.
181,Mahout in Action,1935182684,93.54,3.66,0.73,653,2011-10-05,N/A,Sean Owen,Java,N,1900-01-01,1900-01-01,.
182,ASP.NET MVC in Action,1933988622,168.12,11.75,2.35,747,2009-09-01,ASP.NET MVC in Action is a guide to pragmatic MVC-based web development. After a thorough overview; it dives into issues of architecture and maintainability. The book assumes basic knowledge of ASP.NET (v. 3.5) and expands your expertise.,Jeffrey Palermo,Microsoft .NET,N,1900-01-01,1900-01-01,.
183,ASP.NET MVC 2 in Action,193518279X,221.58,5.07,1.01,620,2010-06-01,ASP.NET MVC 2 in Action is a fast-paced tutorial designed to introduce the MVC model to ASP.NET developers and show how to apply it effectively. After a high-speed ramp up; the book presents over 25 concise chapters exploring key topics like validation; routing; and data access. Each topic is illustrated with its own example so it's easy to dip into the book without reading in sequence. This book covers some high-value; high-end techniques you won't find anywhere else!,Jeffrey Palermo,Microsoft .NET,N,1900-01-01,1900-01-01,.
184,ASP.NET MVC 4 in Action,1617290416,182,4.53,0.9,1358,2012-05-25,SP.NET MVC 3 in Action is a fast-paced tutorial designed to introduce ASP.NET MVC to .NET developers and show how to apply it effectively. After a high-speed ramp up; the book explores key topics like validation; routing; and data access. Each topic is illustrated with its own example so it's easy to dip into the book without reading in sequence. This book also covers some high-value; high-end techniques you won't find anywhere else!,Jeffrey Palermo,Microsoft .NET,N,1900-01-01,1900-01-01,.
185,EJB 3 in Action,1933988347,137.19,13.5,2.7,1435,2007-04-01,N/A,Debu Panda,Java,N,1900-01-01,1900-01-01,.
186,EJB 3 in Action; Second Edition,1935182994,155.41,3.53,0.7,685,2014-04-07,Building on the bestselling first edition; EJB 3 in Action; Second Edition tackles EJB 3.1 head-on; through numerous code samples; real-life scenarios; and illustrations. This book is a fast-paced tutorial for Java EE 6 business component development using EJB 3.1; JPA 2 and CDI. Besides covering the basics of EJB 3.1; this book includes in-depth EJB 3.1 internal implementation details; best practices; design patterns; and performance tuning tips. The book also discusses using open source frameworks like Seam and Spring with EJB 3.1.,Debu Panda,Java,N,1900-01-01,1900-01-01,.
187,Explorer's Guide to the Semantic Web,1932394206,148.72,3.16,0.63,957,2004-06-01,"""A thorough look at one vision of the Web's future ...particularly well written...Highly recommended."" -- Choice Magazine",Thomas B. Passin,Internet,N,1900-01-01,1900-01-01,.
188,Practical LotusScript,1884777767,36.02,0.63,0.12,1369,1999-05-01,N/A,Anthony Patton,Business,N,1900-01-01,1900-01-01,.
189,Domino Development with Java,1930110049,112.16,2.83,0.56,549,2000-08-01,N/A,Anthony Patton,Java,N,1900-01-01,1900-01-01,.
190,Windows PowerShell in Action,1932394907,105.59,1.99,0.39,1368,2007-02-01,   If all it had going for it was the authoratative pedigree of the writer; it might be worth it; but it's also well-written; well-organized; and thorough; which I think makes it invaluable as both a learning tool and a reference.       Slashdot.org,Bruce Payette,Microsoft,N,1900-01-01,1900-01-01,.
191,Windows PowerShell in Action; Second Edition,1935182137,165.17,4.38,0.87,848,2011-05-15,Windows PowerShell in Action; Second Edition is a completely revised edition of the best selling book on PowerShell; written by Bruce Payette; one of the founding members of the Windows PowerShell team; co-designer of the PowerShell language; and the principal author of the PowerShell language implementation.    This new edition preserves the crystal-clear introduction to PowerShell; showing sysadmins and developers how to build scripts and utilities to automate system tasks or create powerful system management tools to handle day-to-day tasks. It's rich with interesting examples that will spark your imagination. The book covers batch scripting and string processing; COM; WMI; remote management and jobs and even .NET programming including WinForms and WPF/XAML.,Bruce Payette,Microsoft,N,1900-01-01,1900-01-01,.
192,Silverlight 4 in Action; Revised Edition,1935182374,127.95,2.41,0.48,1249,2010-10-04,Silverlight in Action; Revised Edition is a comprehensive guide to Silverlight; taking you from Hello World through the techniques you'll need to build sophisticated rich web apps. This new edition covers all the new features added in the latest versions of Silverlight; Visual Studio; and Expression Blend; along with the best practices emerging in the Silverlight community. With more than 50% new content; you'll take a mind-expanding trip through the technology; features; and techniques required to build applications ranging from media; to custom experiences; to business applications to games.,Pete Brown,Microsoft .NET,N,1900-01-01,1900-01-01,.
193,Silverlight 5 in Action,1617290319,137.53,2.39,0.47,1093,2012-06-01,N/A,Pete Brown,Microsoft,N,1900-01-01,1900-01-01,.
194,Hibernate Quickly,1932394419,50,1.85,0.37,780,2005-08-01,"""If you want to learn Hibernate quickly; this book shows you step by step."" - Sang Shin; Java Technology Architect; Sun Microsystems",Patrick Peak,Java,N,1900-01-01,1900-01-01,.
195,Generative Art,1935182625,100.89,4.01,0.8,701,2011-06-30,N/A,Matt Pearson,Algorithmic Art,N,1900-01-01,1900-01-01,.
196,Windows Phone 7 in Action,1617290092,44.01,1.07,0.21,651,2012-08-21,Windows Phone 7 in Action is a hands-on guide to building mobile applications for WP7 using Silverlight; C#; and XNA. Written for developers who already know their way around Visual Studio; this book zips through the basics; such as writing code to dial the phone; writing emails; and sending text messages; and moves on to the nuts and bolts of building great phone apps. By working through the numerous examples and tutorials; you'll master the APIs used to work with a phone's sensors and hardware; such as the accelerometer; camera; touch screen; GPS; and microphone. You'll also tackle web services and applications that use location and push notification services.,Timothy Binkley-Jones,Mobile Technology,N,1900-01-01,1900-01-01,.
197,Lift in Action,1935182803,158.78,5.47,1.09,1174,2011-11-18,N/A,Timothy Perrett,Java,N,1900-01-01,1900-01-01,.
198,Web Development with Apache and Perl,1930110065,122.13,8.19,1.63,668,2002-04-01,N/A,Theo Petersen,Perl,N,1900-01-01,1900-01-01,.
199,Real-World Functional Programming,1933988924,91.21,1.73,0.34,627,2009-12-01,This book teaches the ideas and techniques of functional programming applied to real-world problems. You'll see how the functional way of thinking changes the game for .NET developers. Then; you'll tackle common issues using a functional approach. The book will also teach you the basics of the F# language and extend your C# skills into the functional domain. No prior experience with functional programming or F# is required.,Tomas Petricek with Jon Skeet,Microsoft .NET,N,1900-01-01,1900-01-01,.
200,Machine Learning in Action,1617290181,62.06,2.26,0.45,241,2012-04-04,Machine Learning in Action is a unique book that blends the foundational theories of machine learning with the practical realities of building tools for everyday data analysis. In it; you'll use the flexible Python programming language to build programs that implement algorithms for data classification; forecasting; recommendations; and higher-level features like summarization and simplification.,Peter Harrington,Software Engineering,N,1900-01-01,1900-01-01,.
201,Dependency Injection,193398855X,167.64,6.89,1.37,1132,2009-08-01,   If you do large scale java apps; you probably want to have someone on the team have this book.       Michael Neale,Dhanji R. Prasanna,Microsoft .NET,N,1900-01-01,1900-01-01,.
202,Understanding Enterprise SOA,1932394591,217.74,5.27,1.05,705,2005-11-01,"""SOA is real ... Pulier is uniquely qualified to make [it] accessible to the general business audience."" - Paul Gaffney; Staples; Inc.; From the Foreword",Eric Pulier and Hugh Taylor,Theory,N,1900-01-01,1900-01-01,.
203,Open-Source ESBs in Action,1933988215,201.67,3.44,0.68,1076,2008-09-01,N/A,Tijs Rademakers,Business,N,1900-01-01,1900-01-01,.
204,Activiti in Action,1617290122,150.35,4.29,0.85,453,2012-07-12,N/A,Tijs Rademakers,Software Engineering,N,1900-01-01,1900-01-01,.
205,DSLs in Boo: Domain-Specific Languages in .NET,1933988606,63.27,1.78,0.35,832,2010-01-01,DSLs in Boo shows you how to design; extend; and evolve DSLs for .NET by focusing on approaches and patterns. You learn to define an app in terms that match the domain; and to use Boo to build DSLs that generate efficient executables. And you won't deal with the awkward XML-laden syntax many DSLs require. The book concentrates on writing internal (textual) DSLs that allow easy extensibility of the application and framework. And if you don't know Boo; don't worry   you'll learn right here all the techniques you need.  ,Oren Eini writing as Ayende Rahien,Microsoft .NET,N,1900-01-01,1900-01-01,.
206,JUnit Recipes,1932394230,168.11,7.66,1.53,1612,2004-07-01,N/A,J. B. Rainsberger with contributions by Scott Stirling,Java,N,1900-01-01,1900-01-01,.
207,wxPython in Action,1932394621,183.58,10.12,2.02,849,2006-03-01,"""The book is easy to read and provides an approach to a very practical contemporary topic. The authors have organized their material well."" -- Melissa Strange; Walden University; www.reviews.com",Noel Rappin,Python,N,1900-01-01,1900-01-01,.
208,Clojure in Action,1935182595,29.59,2.17,0.43,1276,2011-11-15,Clojure in Action is a hands-on tutorial for the working programmer who has written code in a language like Java or Ruby; but has no prior experience with Lisp. It teaches Clojure from the basics to advanced topics using practical; real-world application examples. Blow through the theory and dive into practical matters like unit-testing; environment set up; all the way through building a scalable web-application using domain-specific languages; Hadoop; HBase; and RabbitMQ.,Amit Rathore,Java,N,1900-01-01,1900-01-01,.
209,Scala in Action,1935182757,71.25,1.98,0.39,350,2013-04-09,N/A,Nilanjan Raychaudhuri,Java,N,1900-01-01,1900-01-01,.
210,Working with Objects,134529308,121.79,2.69,0.53,897,1995-08-01,"""The first method that deals realistically with reuse; and one of the few that comes close to describing what I do when I design."" --Ralph Johnson; University of Illinois",Trygve Reenskaug,Object-Oriented Programming,N,1900-01-01,1900-01-01,.
211,PHP in Action,1932394753,165.68,3.7,0.74,794,2007-07-01,"""If there was ever a textbook for software development in PHP; this would be it.""    Cal Evans; Podcast Review; Zend Developer Network",Dagfinn Reiersøl with Marcus Baker,PHP,N,1900-01-01,1900-01-01,.
212,Secrets of the JavaScript Ninja,193398869X,142.43,5.88,1.17,379,2012-12-27,   Secrets of the Javascript Ninja is definitely a book for anyone looking to significantly improve their Javascript knowledge and skills.       Ryan Doherty; Web Development Engineer; Mozilla,John Resig,Java,N,1900-01-01,1900-01-01,.
213,Microsoft Office Essentials,132623129,179.38,4.55,0.91,1283,1996-07-01,Microsoft Office Essentials simply covers the things you really want to know and skips over all those esoteric features that 99 out of 100 readers never use.,Ronny Richardson,Business,N,1900-01-01,1900-01-01,.
